item_id,sub_order_num,product_name,sku,size,quantity,listed_price,discounted_price,credit_reason
156,302103837288_1,top & bottom set,akshar 1090,XXL,1,1400.0,1400.0,CANCELLED
157,265339595628_1,Kurta Sets ,45678,M,1,468.0,468.0,DELIVERED
158,707632123402_1,Kurta Sets ,95124932,XL,1,468.0,468.0,DELIVERED
159,237419587792_1,Kurta Sets ,45678,M,1,468.0,468.0,DELIVERED
160,898495702259_1,Fancy embroidery sequence work gown with dupatta ,Dhk1094,XL,1,1461.0,1461.0,CANCELLED
161,475133679575_1,FIVESTAR Bridal Wedding Gorgette Lehengha with soft net Dupata,6320,Semi Stitched,1,1910.0,1910.0,CANCELLED
162,294779117929_1,"FIVE STAR Hair Straightener Comb for Women & Men, Hair Styler, Straightener Machine Brush/PTC Heating Electric Straightener with 5 Temperature Control Hair Straightener",Uk8ndIGZ,Free Size,1,429.0,429.0,DELIVERED
163,740854251861_1,Fancy look beautiful embroidery work kurti bottom with duppata,Hk 1454,XXL,1,1400.0,1344.0,DELIVERED
164,799024162777_1,"Beautiful pure lakhnovi long kurta embroidery cotton thread work,sequence work ,flair plazoo and duppata",Kb 201,XXL,1,1500.0,1500.0,CANCELLED
165,740916316710_1,top & bottom set,akshar 1090,L,1,1400.0,1400.0,CANCELLED
166,397474434265_1,"FIVE STAR Hair Straightener Comb for Women & Men, Hair Styler, Straightener Machine Brush/PTC Heating Electric Straightener with 5 Temperature Control Hair Straightener",Uk8ndIGZ,Free Size,1,414.0,414.0,DELIVERED
167,687987764507_1,Kurta Sets ,45678,M,1,500.0,500.0,CANCELLED
168,277771506559_1,top & bottom set,akshar 1090,XL,1,1400.0,1400.0,CANCELLED
169,828865464829_1,top & bottom set,akshar 1090,L,1,1400.0,1400.0,DELIVERED
170,855547223698_1,Fancy look beautiful embroidery work kurti bottom with duppata,Hk 1454,XXL,1,1400.0,1344.0,CANCELLED
171,810704930357_1,Stylish navratri wear gown,Hk1464,XXL,1,1500.0,1350.0,DELIVERED
172,349165630963_1,"FIVE STAR Hair Straightener Comb for Women & Men, Hair Styler, Straightener Machine Brush/PTC Heating Electric Straightener with 5 Temperature Control Hair Straightener",Uk8ndIGZ,Free Size,1,429.0,429.0,DELIVERED
173,533392281431_1,top & bottom set,akshar 1090,L,1,1400.0,1400.0,DELIVERED
174,676702704307_1,top & bottom set,akshar 1090,XXL,1,1400.0,1400.0,DELIVERED
175,817910898905_1,top & bottom set,akshar 1090,L,1,1400.0,1400.0,CANCELLED
176,654530604117_1,Heavy Soft Butterfly Net With Rose Flower Pattern Ribin Work With Rivet Moti Work With Sleeve gown with duppata,Ad 021,XL,1,1300.0,1300.0,DELIVERED
177,952025308658_1,top & bottom set,akshar 1090,XXL,1,1400.0,1400.0,CANCELLED
178,543476848618_1,top & bottom set,akshar 1090,M,1,1368.0,1368.0,RTO_COMPLETE
179,929601676893_1,Stylish navratri wear gown,Hk1464,XXL,1,1500.0,1350.0,CANCELLED
180,878338919487_1,Dupatta Sets,Hk1436,XL,1,1400.0,1400.0,CANCELLED
181,755828660648_1,"FIVE STAR Hair Straightener Comb for Women & Men, Hair Styler, Straightener Machine Brush/PTC Heating Electric Straightener with 5 Temperature Control Hair Straightener",Uk8ndIGZ,Free Size,1,429.0,429.0,DELIVERED
182,781373357372_1,Heavy Soft Butterfly Net With Rose Flower Pattern Ribin Work With Rivet Moti Work With Sleeve gown with duppata,Ad 021,XL,1,1261.0,1261.0,RTO_COMPLETE
183,555002867665_1,Stylish designer digital printed work lehenga choli with duppata ,1502318399,Semi Stitched,1,1500.0,1500.0,CANCELLED
184,703072596386_1,Fancy organza dress with kamar belt and hairbelt,Kd1166,M,1,1184.0,1184.0,RTO_COMPLETE
185,460748174495_1,top & bottom set,akshar 1090,M,1,1400.0,1400.0,DELIVERED
186,355746559602_1,Heavy faux georgette with embroidery work with moti latkan border with sleev  Dupatta Sets ,Ad 009 a,XL,1,1500.0,1500.0,RTO_COMPLETE
187,658416003246_1,"FIVE STAR Hair Straightener Comb for Women & Men, Hair Styler, Straightener Machine Brush/PTC Heating Electric Straightener with 5 Temperature Control Hair Straightener",Uk8ndIGZ,Free Size,1,429.0,429.0,DELIVERED
188,271046524562_1,Fancy look beautiful embroidery work kurti bottom with duppata,Hk 1454,XL,1,1400.0,1400.0,DELIVERED
189,381809810413_1,Fancy look beautiful embroidery work kurti bottom with duppata,Hk 1454,XL,1,1400.0,1400.0,DELIVERED
190,710010425387_1,Fancy look beautiful embroidery work kurti bottom with duppata,Hk 1454,XXL,1,1400.0,1400.0,DELIVERED
191,338379679888_1,Fancy look beautiful embroidery work kurti bottom with duppata,Hk 1454,XL,1,1400.0,1400.0,CANCELLED
192,796423327995_1,Fancy look beautiful embroidery work kurti bottom with duppata,Hk 1454,XXL,1,1368.0,1368.0,DELIVERED
193,571369750119_1,Fancy look beautiful embroidery work kurti bottom with duppata,Hk 1454,XL,1,1400.0,1400.0,DELIVERED
194,652915591650_1,Fancy look beautiful embroidery work kurti bottom with duppata,Hk 1454,XXL,1,1400.0,1400.0,DELIVERED
195,922552445432_1,Fancy look beautiful embroidery work kurti bottom with duppata,Hk 1454,XL,1,1368.0,1368.0,DELIVERED
196,330275002150_1,Fancy embroidery sequence work gown with dupatta ,Dhk1094,XL,1,1461.0,1461.0,CANCELLED
197,910483967612_1,"FIVE STAR Hair Straightener Comb for Women & Men, Hair Styler, Straightener Machine Brush/PTC Heating Electric Straightener with 5 Temperature Control Hair Straightener",Uk8ndIGZ,Free Size,1,429.0,429.0,DELIVERED
198,355129275575_1,Fancy look beautiful embroidery work kurti bottom with duppata,Hk 1454,XL,1,1368.0,1368.0,DELIVERED
199,624159941368_1,Heavy Soft Butterfly Net With Rose Flower Pattern Ribin Work With Rivet Moti Work With Sleeve gown with duppata,Ad 021,XXL,1,1300.0,1300.0,DELIVERED
200,469860092115_1,Heavy Soft Butterfly Net With Rose Flower Pattern Ribin Work With Rivet Moti Work With Sleeve gown with duppata,Ad 021,XL,1,1300.0,1300.0,RTO_COMPLETE
201,507323371165_1,FIVESTAR Bridal Wedding Gorgette Lehengha with soft net Dupata,6320,Semi Stitched,1,1949.0,1949.0,DELIVERED
202,548021683292_1,Heavy faux georgette with embroidery work with moti latkan border with sleev  Dupatta Sets ,Ad 009 a,XL,1,1500.0,1500.0,CANCELLED
203,717468980947_1,Fancy look beautiful embroidery work kurti bottom with duppata,Hk 1454,XL,1,1400.0,1400.0,RTO_COMPLETE
204,182637707929_1,Fancy look beautiful embroidery work kurti bottom with duppata,Hk 1454,XXL,1,1368.0,1368.0,RTO_COMPLETE
205,765196624540_1,FIVESTAR Bridal Wedding Gorgette Lehengha with soft net Dupata,6320,Semi Stitched,1,1949.0,1949.0,RTO_COMPLETE
206,694787246193_1,Stylish navratri wear lehnga choli, Dhk1121,Semi Stitched,1,1200.0,1200.0,CANCELLED
207,653631357267_1,FIVESTAR Bridal Wedding Gorgette Lehengha with soft net Dupata,6320,Semi Stitched,1,1949.0,1949.0,DELIVERED
208,812064549286_1,top & bottom set,akshar 1090,XXL,1,1400.0,1400.0,CANCELLED
